"0812.0096","Jean Roydor","K.R. Davidson and J. Roydor","C*-envelopes of tensor algebras for multivariable dynamics","21 pages, submitted to Proceedings of the Edinburgh Mathematical
  Society",,,,"math.OA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We give a new very concrete description of the C*-envelope of the tensor
algebra associated to multivariable dynamical system. In the surjective case,
this C*-envelope is described as a crossed product by an endomorphism, and as a
groupoid C*-algebra. In the non-surjective case, it is a full corner of a such
an algebra. We also show that when the space is compact, then the C*-envelope
is simple if and only if the system is minimal.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 18:27:08 GMT""}]","2008-12-02"
"0812.0097","Richard S. Garavuso","Richard S. Garavuso, Maximilian Kreuzer, Alexander Noll","Fano hypersurfaces and Calabi-Yau supermanifolds","24 pages, uses JHEP3.cls; v2: minor corrections, references added","JHEP 0903:007,2009","10.1088/1126-6708/2009/03/007",,"hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper, we study the geometrical interpretations associated with
Sethi's proposed general correspondence between N = 2 Landau-Ginzburg orbifolds
with integral \hat{c} and N = 2 nonlinear sigma models. We focus on the
supervarieties associated with \hat{c} = 3 Gepner models. In the process, we
test a conjecture regarding the superdimension of the singular locus of these
supervarieties. The supervarieties are defined by a hypersurface \widetilde{W}
= 0 in a weighted superprojective space and have vanishing super-first Chern
class. Here, \widetilde{W} is the modified superpotential obtained by adding as
necessary to the Gepner superpotential a boson mass term and/or fermion
bilinears so that the superdimension of the supervariety is equal to \hat{c}.
When Sethi's proposal calls for adding fermion bilinears, setting the bosonic
part of \widetilde{W} (denoted by \widetilde{W}_{bos}) equal to zero defines a
Fano hypersurface embedded in a weighted projective space. In this case, if the
Newton polytope of \widetilde{W}_{bos} admits a nef partition, then the
Landau-Ginzburg orbifold can be given a geometrical interpretation as a
nonlinear sigma model on a complete intersection Calabi-Yau manifold. The
complete intersection Calabi-Yau manifold should be equivalent to the
Calabi-Yau supermanifold prescribed by Sethi's proposal.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 18:38:15 GMT""},{""version"":""v2"",""created"":""Tue, 3 Mar 2009 14:25:15 GMT""}]","2009-03-27"
"0812.0098","Colin Wilkin","Colin Wilkin","Coupled-channel effects in kaon pair production","8 pages, Presented at the Symposium on Meson Physics, Cracow October
  2008, to be published in Acta Physica Polonica","Acta Phys.Polon.Supp.2:89-96,2009",,,"nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Two coupled channel effects connected with kaon pair production in
proton-proton collisions are discussed. (1) Although there is ample evidence
that the antikaon is strongly attracted to the recoil protons in pp -> K+pK-p,
residual effects of the K+K- interaction are seen, including a possible cusp at
the K0\bar{K}0 threshold. This is investigated within a simple K-matrix
approach. (2) The production rates and invariant mass distributions for pp ->
K+p{K-p} and pp -> K+p{pi0 Sigma0} are related using a separable potential
description of the coupled K-p/pi0 Sigma0 channels. It can be plausibly argued
that this pair of reactions is driven through the production of the
Lambda(1405).
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 19:10:57 GMT""}]","2009-04-24"
"0812.0100","Amparo Marco","Amparo Marco and Ignacio Negueruela","The open cluster Pismis 11 and the very luminous blue supergiant HD
  80077","25 pages. It contains many figures and tables. Accepted for
  publication in Astronomy and Astrophysics",,,,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  (Abridged) The very luminous blue supergiant HD 80077 has been claimed to be
a member of the young open cluster Pismis 11, and hence a hypergiant. We
obtained UBVRI photometry of the cluster field and low-resolution spectroscopy
of a number of putative members. We derive spectral types from the spectra and
determine that the reddening in this direction is standard. We then carry out a
careful photometric analysis that allows us to determine individual reddening
values, deriving unreddened parameters that are used for the main sequence fit.
We identify 43 likely members of Pismis 11. We study the variation of
extinction across the face of the cluster and find some dispersion, with a
trend to higher values in the immediate neighbourhood of HD 80077. We estimate
a distance of 3.6 kpc for the cluster. If HD 80077 is a member, it has
M_bol<-10.5 and it is one of the three visually brightest stars in the Galaxy.
Several early type stars in the vicinity of Pismis~11 fit well the cluster
sequence and are likely to represent an extended population at the same
distance. About 18 arcmin to the North of Pismis 11, we find a small
concentration of stars, which form a clear sequence. We identify this group as
a previously uncatalogued open cluster, which we provisionally call Alicante 5.
The distance to Alicante 5 is also 3.6 kpc, suggesting that these two clusters
and neighbouring early-type stars form a small association. Based on its proper
motion, HD 80077 is not a runaway star and may be a member of the cluster. If
this is the case, it would be one of the brightest stars in the Galaxy.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 19:37:27 GMT""}]","2008-12-02"
"0812.0101","Ana L. C. Pereira","Ana L. C. Pereira and Peter A. Schulz","Graphene in the Quantum Hall Regime: Effects of Vacancies, Sublattice
  Polarization and Disorder","8 pages, 6 figures, to be published in the Int. Journal of Modern
  Physics B - Proceedings of the HMF18",,"10.1142/S0217979209062086",,"cond-mat.mes-hall cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We investigate the effects of vacancies, disorder and sublattice polarization
on the electronic properties of a monolayer graphene in the quantum Hall
regime. Energy spectra as a function of magnetic field and the localization
properties of the states within the graphene Landau levels (LLs) are calculated
through a tight-binding model. We first discuss our results considering
vacancies in the lattice, where we show that vacancies introduce extra levels
(or well-defined bands) between consecutive LLs. An striking consequence here
is that extra Hall resistance plateaus are expected to emerge when an organized
vacancy superlattice is considered. Secondly, we discuss the anomalous
localization properties we have found for the lowest LL, where an increasing
disorder is shown to enhance the wave functions delocalization (instead of
inducing localization). This unexpected effect is shown to be directly related
to the way disorder increasingly destroys the sublattice (valley) polarization
of the states in the lowest LL. The reason why this anomalous disorder effect
occurs only for the zero-energy LL is that, in absence of disorder, only for
this level all the states are sublattice polarized, i.e., their wave functions
have amplitudes in only one of the sublattices.
","[{""version"":""v1"",""created"":""Sun, 30 Nov 2008 01:39:55 GMT""}]","2015-05-13"
"0812.0102","Sonia Bacca","S. Bacca, K. Hally, C.J. Pethick, A. Schwenk","Chiral effective field theory calculations of neutrino processes in
  dense matter","5 pages, 3 figures; NORDITA-2008-57; minor changes and additions,
  added results for the energy transfer in neutrino scattering, to appear as
  Rapid. Comm. in Phys. Rev. C","Phys.Rev.C80:032802,2009","10.1103/PhysRevC.80.032802",,"nucl-th astro-ph hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We calculate neutrino processes involving two nucleons at subnuclear
densities using chiral effective field theory. Shorter-range noncentral forces
reduce the neutrino rates significantly compared with the one-pion exchange
approximation currently used in supernova simulations. For densities rho <
10^{14} g cm^{-3}, we find that neutrino rates are well constrained by nuclear
interactions and nucleon-nucleon scattering data. As an application, we
calculate the mean-square energy transfer in scattering of a neutrino from
nucleons and find that collision processes and spin-dependent mean-field
effects dominate over the energy transfer due to nucleon recoil.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 20:08:07 GMT""},{""version"":""v2"",""created"":""Thu, 10 Sep 2009 16:47:33 GMT""}]","2009-11-06"
"0812.0103","Nasser Mohieddin Abukhdeir","Nasser Mohieddin Abukhdeir and Alejandro D. Rey","Modeling the isotropic/smectic-C tilted lamellar liquid crystalline
  transition","manuscript submitted for presentation at 8th World Congress of
  Chemical Engineering August 23-27, 2009, Montreal, Quebec, Canada",,,,"cond-mat.soft cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Extensions of a previously presented Landau-de Gennes type liquid crystalline
phase transition model for the direct isotropic/smectic-A (lamellar) a phase
transition to the direct isotropic/smectic-C (tilted lamellar) transition are
studied. Two different proposed extensions to the model are studied both in the
context of ideal ordering (point volume) and full three-dimensional uniaxial
scalar/vector decomposition. Recommendations based upon the inclusion of
essential physics and computational feasibility are made, distinguishing each
of the two proposed extensions based upon these criteria. Additionally, it is
found that the approach used for the isotropic/smectic-A model to
deterministically compute phase diagram data is not possible for either of the
two proposed isotropic/smectic-C models.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 19:59:07 GMT""}]","2008-12-02"
"0812.0104","Feng Yu","Feng Yu, Alison Etheridge, Charles Cuthbertson","Fixation Probability for Competing Selective Sweeps","33 pages, 3 figures",,,,"math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider a biological population in which a beneficial mutation is
undergoing a selective sweep when a second beneficial mutation arises at a
linked locus and we investigate the probability that both mutations will
eventually fix in the population. Previous work has dealt with the case where
the second mutation to arise confers a smaller benefit than the first. In that
case population size plays almost no role. Here we consider the opposite case
and observe that, by contrast, the probability of both mutations fixing can be
heavily dependent on population size. Indeed the key parameter is $\rho N$, the
product of the population size and the recombination rate between the two
selected loci. If $\rho N$ is small, the probability that both mutations fix
can be reduced through interference to almost zero while for large $\rho N$ the
mutations barely influence one another. The main rigorous result is a method
for calculating the fixation probability of a double mutant in the large
population limit.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 20:08:21 GMT""}]","2008-12-02"
"0812.0105","Stephane Gerbi","Christian Bourdarias (LM-Savoie), Mehmet Ersoy (LM-Savoie), St\'ephane
  Gerbi (LM-Savoie)","A kinetic scheme for pressurized flows in non uniform pipes",,,,,"math.AP math.NA physics.class-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The aim of this paper is to present a kinetic numerical scheme for the
computations of transient pressurised flows in closed water pipes with variable
sections. Firstly, we detail the derivation of the mathematical model in
curvilinear coordinates under some hypothesis and we performe a formal
asymptotic analysis. Then the obtained system is written as a conservative
hyperbolic partial differential system of equations, and we recall how to
obtain the corresponding kinetic formulation based on an upwinding of the
source term due to the ""pseudo topography"" performed in a close manner
described by Perthame and al.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 20:15:29 GMT""},{""version"":""v2"",""created"":""Tue, 2 Dec 2008 12:59:16 GMT""}]","2008-12-02"
"0812.0106","Stephane Gerbi","Christian Bourdarias (LM-Savoie), St\'ephane Gerbi (LM-Savoie)","A kinetic scheme for unsteady pressurised flows in closed water pipes",,"Journal of Computational and Applied Mathematics 234, 7 (2010)
  2098-2105","10.1016/j.cam.2009.08.06",,"math.AP math.NA physics.class-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The aim of this paper is to present a kinetic numerical scheme for the
computations of transient pressurised flows in closed water pipes. Firstly, we
detail the mathematical model written as a conservative hyperbolic partial
differentiel system of equations, and the we recall how to obtain the
corresponding kinetic formulation. Then we build the kinetic scheme ensuring an
upwinding of the source term due to the topography performed in a close manner
described by Perthame et al. using an energetic balance at microscopic level
for the Shallow Water equations. The validation is lastly performed in the case
of a water hammer in a uniform pipe: we compare the numerical results provided
by an industrial code used at EDF-CIH (France), which solves the Allievi
equation (the commonly used equation for pressurised flows in pipes) by the
method of characteristics, with those of the kinetic scheme. It appears that
they are in a very good agreement.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 20:16:14 GMT""},{""version"":""v2"",""created"":""Sun, 1 Feb 2009 08:46:31 GMT""}]","2010-06-02"
"0812.0107","Doug Pickrell","Doug Pickrell","Consistency of regularization for scalar fields","7 pages","Lett.Math.Phys.87:283-291,2009","10.1007/s11005-009-0309-4",,"math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In two dimensional constructive quantum field theory for scalar fields, it is
necessary to regularize both the action and the total (Gaussian) volume. In
this note we consider the compatibility of these regularizations.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 20:56:29 GMT""}]","2009-03-12"
"0812.0108","Miroslaw Kozlowski","M Kozlowski, J Marciak-Kozlowska","Dark energy as the source of the time dependend Einstein cosmological
  constant","25 pgs, 4 figures",,,,"physics.gen-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we calculate the Einstein cosmological constant.Following our
results presented in monograph: From quark to bulk matter, we obtain the new
formula for the time dependent cosmological constant, lambda. Following the
general formula for time dependent lambda, we can describe the history of the
cosmological constant
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 20:57:14 GMT""}]","2008-12-02"
"0812.0109","David Minh","David D. L. Minh and Artur B. Adib","Path integral analysis of Jarzynski's equality: Analytical results","10 pages, 1 figure","Phys. Rev. E 79, 021122 (2009) [5 pages]","10.1103/PhysRevE.79.021122",,"cond-mat.stat-mech","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We apply path integrals to study nonequilibrium work theorems in the context
of Brownian dynamics, deriving in particular the equations of motion governing
the most typical and most dominant trajectories. For the analytically soluble
cases of a moving harmonic potential and a harmonic oscillator with
time-dependent natural frequency, we find such trajectories, evaluate the
work-weighted propagators, and validate Jarzynski's equality.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 21:27:45 GMT""}]","2009-03-12"
"0812.0110","Clifford M. Will","Clifford M. Will","Carter-like constants of the motion in Newtonian gravity and
  electrodynamics","4 pages","Phys.Rev.Lett.102:061101,2009","10.1103/PhysRevLett.102.061101",,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For a test body orbiting an axisymmetric body in Newtonian gravitational
theory with multipole moments Q_L, (and for a charge in a non-relativistic
orbit about a charge distribution with the same multipole moments) we show that
there exists, in addition to the energy and angular momentum component along
the symmetry axis, a conserved quantity analogous to the Carter constant of
Kerr spacetimes in general relativity, if the odd-L moments vanish, and the
even-L moments satisfy Q_2L = m (Q_2/m)^L. Strangely, this is precisely the
relation among mass moments enforced by the no-hair theorems of rotating black
holes. By contrast, if Newtonian gravity is supplemented by a multipolar
gravitomagnetic field, whose leading term represents frame-dragging (or if the
electrostatic field is supplemented by a multipolar magnetic field), we are
unable to find an analogous Carter-like constant. This further highlights the
very special nature of the Kerr geometry of general relativity.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 21:50:16 GMT""}]","2009-02-27"
"0812.0111","Valeriy Bulitko","Valeriy Bulitko","Isomorphisms of Additive Cellular Automata on Finite Groups","24 pages",,,,"nlin.CG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study sources of isomorphisms of additive cellular automata on finite
groups (called index-group). It is shown that many isomorphisms (called
regular) of automata are reducible to the isomorphisms of underlying algebraic
structures (such as the index-group, monoid of automata rules, and its subgroup
of reversible elements). However for some groups there exist not regular
automata isomorphisms. A complete description of linear automorphisms of the
monoid is obtained. These automorphisms cover the most part of all automata
isomorphisms for small groups and are represented by reversible matrices M such
that for any index-group circulant C the matrix M^{-1}CM is an index-group
circulant.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 21:50:37 GMT""}]","2008-12-02"
"0812.0112","Ruochuan Liu","Kiran Kedlaya, Ruochuan Liu","On Families of (Phi,Gamma)-modules","20 pages; v4: final version, the statement of Theorem 7.4 is weakened","Algebra & Number Theory, Vol. 4, No. 7, 2010",,,"math.NT math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Berger and Colmez introduced a theory of families of overconvergent \'etale
(Phi,Gamma)-modules associated to families of p-adic Galois representations
over p-adic Banach algebras. However, in contrast with the classical theory of
(Phi,Gamma)-modules, the functor they obtain is not an equivalence of
categories. In this paper, we prove that when the base is an affinoid space,
every family of (overconvergent) \'etale (Phi,Gamma)-modules can locally be
converted into a family of p-adic representations in a unique manner, providing
the ""local"" equivalence. There is a global mod p obstruction related to the
moduli of residual representations.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 22:37:54 GMT""},{""version"":""v2"",""created"":""Mon, 14 Sep 2009 09:53:08 GMT""},{""version"":""v3"",""created"":""Mon, 15 Mar 2010 16:36:36 GMT""},{""version"":""v4"",""created"":""Sun, 6 Feb 2011 18:35:00 GMT""}]","2011-02-08"
"0812.0113","Konstantin Bliokh","K. Y. Bliokh, A. S. Desyatnikov","Spin and orbital Hall effects for diffracting optical beams in
  gradient-index media","4 pages, 2 figures, to appear in Phys. Rev. A","Phys. Rev. A 79, 011807(R) (2009)","10.1103/PhysRevA.79.011807",,"physics.optics","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We examine the evolution of paraxial beams carrying intrinsic spin and
orbital angular momenta (AM) in gradient-index media. A parabolic-type equation
is derived which describes the beam diffraction in curvilinear coordinates
accompanying the central ray. The center of gravity of the beam experiences
transverse AM-dependent deflections -- the spin and orbital Hall effects. The
spin Hall effect generates a transverse translation of the beam as a whole, in
precise agreement with recent geometrical optics predictions. At the same time,
the orbital Hall effect is significantly affected by the diffraction in the
inhomogeneous medium and is accompanied by changes in the intrinsic orbital AM
and deformations of the beam.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 22:48:00 GMT""},{""version"":""v2"",""created"":""Wed, 7 Jan 2009 13:05:49 GMT""}]","2009-01-25"
"0812.0114","Christian Y. Cardall","Christian Y. Cardall","Degeneracy, the virial theorem, and stellar collapse","5 pages, 1 figure. Submitted to American Journal of Physics",,,,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Formulae for the energies of degenerate non-relativistic and
ultra-relativistic Fermi gases play multiple roles in simple arguments related
to the collapse of a stellar core to a neutron star. These formulae, deployed
in conjunction with the virial theorem and a few other basic physical
principles, provide surprisingly good estimates of the temperature, mass, and
radius (and therefore also density and entropy) of the core at the onset of
collapse; the final radius and composition of the cold compact remnant; and the
total energy lost to neutrino emission during collapse.
","[{""version"":""v1"",""created"":""Sat, 29 Nov 2008 23:34:03 GMT""}]","2008-12-02"
