"0803.1259","Andrey Leznov","A. N. Leznov","Conformal quantum space $SU(2,2)\simeq O(2,4)$ with Poincare group of
  motion","8 pages no figures",,,,"hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It is shown that algebra of quantum space of the title of the present paper
may be realized on usual unphysical Minkowskii one. Equations of field theory
and there solutions are discussed. Solution equations of particle motion are
obtained in implicit form from the classical ones.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 19:27:48 GMT""}]","2008-03-11"
"0803.1260","Vladimir Andrievskii V","Vladimir Andrievskii","On approximation of continuous functions by entire functions on subsets
  of the real line",,,,,"math.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We generalize the classical Bernstein theorem concerning the constructive
description of classes of functions uniformly continuous on the real line. The
approximation of continuous bounded functions by entire functions of
exponential type on unbounded closed proper subsets of the real line is
studded.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 19:38:06 GMT""}]","2008-03-11"
"0803.1261","Rutger Hermsen","Rutger Hermsen, Pieter Rein ten Wolde, Sarah Teichmann","Chance and necessity in chromosomal gene distributions","Main text plus supplementary text; 26 pages, 7 figures in total. To
  appear in TRENDS in Genetics (May 2008)",,,,"q-bio.GN","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  By analyzing the spacing of genes on chromosomes, we find that
transcriptional and RNA-processing regulatory sequences outside coding regions
leave footprints on the distribution of intergenic distances. Using analogies
between genes on chromosomes and one-dimensional gases, we constructed a
statistical null model. We have used this to estimate typical upstream and
downstream regulatory sequence sizes in various species. Deviations from this
model reveal bi-directional transcriptional regulatory regions in S. cerevisiae
and bi-directional terminators in E. coli.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 19:44:35 GMT""}]","2008-03-11"
"0803.1262","Kevin Dusling","Kevin Dusling and Shu Lin","Dilepton production from a viscous QGP","17 pages, 8 figures","Nucl.Phys.A809:246-258,2008","10.1016/j.nuclphysa.2008.06.007",,"nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This work calculates the first correction to the leading order q\={q}
dilepton production rates due to shear viscosity in an expanding gas. The
modified rates are integrated over the space-time history of a viscous
hydrodynamic simulation of RHIC collisions. The net result is a {\em hardening}
of $q_\perp$ spectrum with the magnitude of the correction increasing with
invariant mass. We argue that a thermal description is reliable for invariant
masses less than $M_{max}\approx(2\tau_0 T_0^2)/(\eta/s)$. For reasonable
values of the shear viscosity and thermalization time $M_{max}\approx 4.5$ GeV.
Finally, the early emission from a viscous medium is compared to emission from
a longitudinally free streaming plasma. Qualitative differences in $q_\perp$
spectrum are seen which could be used to extract information on the
thermalization time, viscosity to entropy ratio and possibly the thermalization
mechanism in heavy-ion collisions.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 21:38:00 GMT""},{""version"":""v2"",""created"":""Thu, 10 Apr 2008 13:05:20 GMT""},{""version"":""v3"",""created"":""Tue, 15 Apr 2008 18:25:25 GMT""}]","2008-11-26"
"0803.1263","Michael N. Leuenberger","Gabriel Gonzalez, Michael N. Leuenberger, Eduardo R. Mucciolo","Kondo effect in single-molecule magnet transistors",,"Phys. Rev. B 78, 054445 (2008)","10.1103/PhysRevB.78.054445",,"cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present a careful and thorough microscopic derivation of the Kondo
Hamiltonian for single-molecule magnets (SMMs) transistors. When the molecule
is strongly coupled to metallic leads, we show that by applying a transverse
magnetic field it is possible to topologically induce or quench the Kondo
effect in the conductance of a SMM with either an integer or a half-integer
spin S>1/2. This topological Kondo effect is due to the Berry phase
interference between multiple quantum tunneling paths of the spin. We calculate
the renormalized Berry phase oscillations of the two Kondo peaks as a function
of the transverse magnetic field by means of the poor man's scaling. In
particular, we show that the Kondo exchange interaction between itinerant
electrons in the leads and the SMM pseudo spin 1/2 depends crucially on the SMM
spin selection rules for the addition and subtraction of an electron and can
range from antiferromagnetic to ferromagnetic. We illustrate our findings with
the SMM Ni4, which we propose as a possible candidate for the experimental
observation of the conductance oscillations.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 21:43:57 GMT""}]","2009-11-13"
"0803.1264","Oscar Dahlsten Dr","Howard Barnum, Oscar C.O. Dahlsten, Matthew Leifer and Ben Toner","Nonclassicality without entanglement enables bit commitment",,"Proceedings of IEEE Information Theory Workshop, 2008, pp. 386-390","10.1109/ITW.2008.4578692",,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We investigate the existence of secure bit commitment protocols in the convex
framework for probabilistic theories. The framework makes only minimal
assumptions, and can be used to formalize quantum theory, classical probability
theory, and a host of other possibilities. We prove that in all such theories
that are locally non-classical but do not have entanglement, there exists a bit
commitment protocol that is exponentially secure in the number of systems used.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 22:19:41 GMT""}]","2008-11-06"
"0803.1265","Peter Brown","Peter J. Brown, Stephen T. Holland, Stefan Immler, Peter Milne, Peter
  W. A. Roming, Neil Gehrels, John Nousek, Nino Panagia, Martin Still, Daniel
  Vanden Berk","Ultraviolet Light Curves of Supernovae with Swift Uvot","11 pages, including 8 figures. Submitted to AJ","Astron.J.137:4517,2009","10.1088/0004-6256/137/5/4517",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present ultravioliet (UV) observations of supernovae (SNe) obtained with
the UltraViolet/Optical Telescope (UVOT) on board the Swift spacecraft. This is
the largest sample of UV light curves from any single instrument and covers all
major SN types and most subtypes. The UV light curves of SNe Ia are fairly
homogenous while SNe Ib/c and IIP show more variety in their light curve
shapes. The UV-optical colors clearly differentiate SNe Ia and IIP,
particularly at early times. The color evolution of SNe IIP, however, makes
their colors similar to SNe Ia at about 20 days after explosion. SNe Ib/c are
shown to have varied UV-optical colors. The use of UV colors to help type SNe
will be important for high redshift SNe discovered in optical observations.
These data can be added to ground based optical and near infrared data to
create bolometric light curves of individual objects and as checks on generic
bolometric corrections used in the absence of UV data. This sample can also be
compared with rest-frame UV observations of high redshift SNe observed at
optical wavelengths.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 23:05:49 GMT""}]","2014-11-18"
"0803.1266","Michael Baake","Michael Baake (Bielefeld), Matthias Birkner (Mainz), Robert V. Moody
  (Victoria)","Diffraction of stochastic point sets: Explicitly computable examples","50 pages, 1 figure; revised and expanded version","Commun. Math. Phys. 293 (2010) 611-660","10.1007/s00220-009-0942-x",,"math-ph math.MP math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Stochastic point processes relevant to the theory of long-range aperiodic
order are considered that display diffraction spectra of mixed type, with
special emphasis on explicitly computable cases together with a unified
approach of reasonable generality. The latter is based on the classical theory
of point processes and the Palm distribution. Several pairs of autocorrelation
and diffraction measures are discussed which show a duality structure analogous
to that of the Poisson summation formula for lattice Dirac combs.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 23:21:16 GMT""},{""version"":""v2"",""created"":""Wed, 14 Jan 2009 08:21:01 GMT""},{""version"":""v3"",""created"":""Tue, 10 Nov 2009 15:06:48 GMT""}]","2019-07-17"
"0803.1267","Maria Fyta","Adam Gali, Maria Fyta, and Efthimios Kaxiras","Ab initio supercell calculations on nitrogen-vacancy center in diamond:
  its electronic structure and hyperfine tensors","28 pages, 7 figures, 2 tables","Phys. Rev. B 77, 155206 (2008)","10.1103/PhysRevB.77.155206",,"cond-mat.other cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The nitrogen-vacancy center in diamond is a promising candidate for realizing
the spin qubits concept in quantum information. Even though this defect is
known for a long time, its electronic structure and other properties have not
yet been explored in detail. We study the properties of the nitrogen-vacancy
center in diamond through density functional theory within the local spin
density approximation, using supercell calculations. While this theory is
strictly applicable for ground state properties, we are able to give an
estimate for the energy sequence of the excited states of this defect. We also
calculate the hyperfine tensors in the ground state. The results clearly show
that: (i) the spin density and the appropriate hyperfine constants are spread
along a plane and unevenly distributed around the core of the defect; (ii) the
measurable hyperfine constants can be found within about 7 A from the vacancy
site. These results have important implications on the decoherence of the
electron spin which is crucial in realizing the spin qubits in diamond.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 23:23:17 GMT""}]","2008-06-24"
"0803.1268","Ciprian Demeter","Ciprian Demeter, Christoph Thiele","On the two dimensional Bilinear Hilbert Transform","46 pages, 0 figures",,,,"math.CA math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We investigate the Bilinear Hilbert Transform in the plane and the pointwise
convergence of bilinear averages in Ergodic theory, arising from $\Z^2$
actions. Our techniques combine novel one and a half dimensional phase-space
analysis with more standard one dimensional theory.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 23:26:13 GMT""}]","2008-03-11"
"0803.1269","Lin Weng","Lin Weng","Symmetries and the Riemann Hypothesis",,,,,"math.NT math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Associated to classical semi-simple groups and their maximal parabolics are
genuine zeta functions. Naturally related to Riemann's zeta and governed by
symmetries, including that of Weyl, these zetas are expected to satisfy the
Riemann hypothesis.
","[{""version"":""v1"",""created"":""Sat, 8 Mar 2008 23:26:27 GMT""}]","2008-03-11"
"0803.1270","Michael Baake","Michael Baake (Bielefeld)","Repeat distributions from unequal crossovers","18 pages, 1 figure; introductory survey, presented at the summer
  school `Statistical Models in Biological Sciences' (Banach Center, Warszawa,
  2006)","Banach Center Publications 80 (2008) 53--70",,,"math.DS math.AC math.AG math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It is a well-known fact that genetic sequences may contain sections with
repeated units, called repeats, that differ in length over a population, with a
length distribution of geometric type. A simple class of recombination models
with single crossovers is analysed that result in equilibrium distributions of
this type. Due to the nonlinear and infinite-dimensional nature of these
models, their analysis requires some nontrivial tools from measure theory and
functional analysis, which makes them interesting also from a mathematical
point of view. In particular, they can be viewed as quadratic, hence nonlinear,
analogues of Markov chains.
","[{""version"":""v1"",""created"":""Sun, 9 Mar 2008 00:02:19 GMT""}]","2010-02-09"
"0803.1271","Marc Vanderhaeghen","Maxim V. Polyakov, Marc Vanderhaeghen","Taming Deeply Virtual Compton Scattering","4 pages, 3 figures, results corrected for factor 2 in amplitude",,,"MKPH-T-08-04","hep-ph hep-ex nucl-ex nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study recent Deeply Virtual Compton scattering (DVCS) data within a dual
parameterization of the Generalized Parton Distributions (GPDs). This
parameterization allows to quantify the maximum amount of information, that can
be extracted from DVCS data, in a ``quintessence'' function. We present a
``zero step'' model for the latter solely based on the forward quark density,
providing a parameter free prediction for the imaginary part of the DVCS
amplitude. It is shown that the bulk effect of the $e p \to e p \gamma$ beam
helicity asymmetry can be understood within such a model.
","[{""version"":""v1"",""created"":""Sun, 9 Mar 2008 00:27:53 GMT""},{""version"":""v2"",""created"":""Tue, 18 Mar 2008 19:58:46 GMT""}]","2008-03-18"
"0803.1272","Hsin-Fang Chiang","Hsin-Fang Chiang, Leslie W. Looney, Konstantinos Tassis, Lee G. Mundy,
  Telemachos Ch. Mouschovias","Constraining the Earliest Circumstellar Disks and their Envelopes","23 pages, 4 figures, accepted for publication in the Astrophysical
  Journal",,"10.1086/588036",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using interferometric data from BIMA observations, combined with detailed
modeling in Fourier space of the physical structures predicted by models, we
constrain the circumstellar envelope parameters for four Class 0 young stellar
objects, as well as their embedded circumstellar disks. The envelopes of these
objects are still undergoing collapse, and theoretical collapse models can be
compared to the observations. Since it has been suggested in a previous study
that both the Larson-Penston and Shu similarity solutions underestimate the age
of the system, we adopt Tassis & Mouschovias' model of the collapse process,
which includes all relevant magnetic fields effects. The results of the model
fitting show a good consistency between theory and data; furthermore, no age
problem exists since the Tassis & Mouschovias' model is age independent for the
first 255 kyr. Although the majority of the continuum dust emission arises from
the circumstellar envelopes, these objects have well known outflows, which
suggest the presence of circumstellar disks. At the highest resolution, most of
the large-scale envelope emission is resolved out by interferometry, but the
small-scale residual emission remains, making it difficult to observe only the
compact disk component. By modeling the emission of the envelope and
subtracting it from the total emission, we constrain the disk masses in our
four systems to be comparable to or smaller than the typical disk masses for T
Tauri systems.
","[{""version"":""v1"",""created"":""Sun, 9 Mar 2008 00:49:30 GMT""}]","2009-11-13"
"0803.1273","Matthew Krug","Matthew E. Krug, David C. Dunand, David N. Seidman","Composition Profiles within Al3Li and Al3Sc/Al3Li Nanoscale Precipitates
  in Aluminum","9 pages, 3 figures",,"10.1063/1.2901150",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  An Al-11.3Li-0.11Sc (at. %) alloy was double-aged to induce first
alpha'-Al3Sc and then delta'-Al3Li precipitates. Atom-probe tomography revealed
both single-phase delta'-precipitates and core-shell alpha'/delta'-precipitates
(with respective average radii of 16 and 27 nm, and respective volume fractions
of 12 and 9%) conferring a high strength to the alloy. Although the
delta'-shells contain little Sc (~0.027 at. %), the alpha'-cores have a high Li
content, with an average composition of Al0.72(Sc0.17 Li0.11). The Li
concentrations within the delta'-phase and the Li interfacial excess at the
delta'/alpha'-interface both exhibit wide precipitate-to-precipitate
variations.
","[{""version"":""v1"",""created"":""Sun, 9 Mar 2008 00:53:09 GMT""}]","2009-11-13"
"0803.1274","Jeremy Bailin","Jeremy Bailin and William E. Harris (McMaster University)","Inclination-Independent Galaxy Classification","Accepted for publication in ApJ. 7 pages in emulateapj",,"10.1086/588091",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present a new method to classify galaxies from large surveys like the
Sloan Digital Sky Survey using inclination-corrected concentration,
inclination-corrected location on the color-magnitude diagram, and apparent
axis ratio. Explicitly accounting for inclination tightens the distribution of
each of these parameters and enables simple boundaries to be drawn that
delineate three different galaxy populations: Early-type galaxies, which are
red, highly concentrated, and round; Late-type galaxies, which are blue, have
low concentrations, and are disk dominated; and Intermediate-type galaxies,
which are red, have intermediate concentrations, and have disks. We have
validated our method by comparing to visual classifications of high-quality
imaging data from the Millennium Galaxy Catalogue. The inclination correction
is crucial to unveiling the previously unrecognized Intermediate class.
Intermediate-type galaxies, roughly corresponding to lenticulars and early
spirals, lie on the red sequence. The red sequence is therefore composed of two
distinct morphological types, suggesting that there are two distinct mechanisms
for transiting to the red sequence. We propose that Intermediate-type galaxies
are those that have lost their cold gas via strangulation, while Early-type
galaxies are those that have experienced a major merger that either consumed
their cold gas, or whose merger progenitors were already devoid of cold gas
(the ``dry merger'' scenario).
","[{""version"":""v1"",""created"":""Sun, 9 Mar 2008 02:22:12 GMT""}]","2009-11-13"
"0803.1275","Wang Qing","Ying Zhang, Shun-Zhi Wang, Qing Wang","Stueckelberg Mechanism and Chiral Lagrangian for $Z'$ Boson","23 pages","JHEP 0803:047,2008","10.1088/1126-6708/2008/03/047",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Traditional Stueckelberg Mechanism is shown equivalent to set up a gauged
U(1) chiral Lagrangian and fix special gauge. With this mechanism, the original
electro-weak chiral Lagrangian is inlarged by including an extra U(1) symmetry
to represent physics for $Z'$ boson. We build up complete list of electro-weak
chiral Lagrangian up to order of $p^4$ including $Z'$ and higgs bosons. The
most general mixing among neutral gauge bosons is diagonalized completely and
the connections among these operators to triple, quartic couplings involving
$Z'$ boson and to that in traditional electro-weak chiral Lagrangian are made.
","[{""version"":""v1"",""created"":""Sun, 9 Mar 2008 02:15:04 GMT""}]","2009-01-06"
"0803.1276","Yuzo Maruyama","Yuzo Maruyama and William E. Strawderman","An extended class of minimax generalized Bayes estimators of regression
  coefficients",,"Journal of Multivariate Analysis, 100 (2009), 2155-2166","10.1016/j.jmva.2009.06.001",,"math.ST stat.TH","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We derive minimax generalized Bayes estimators of regression coefficients in
the general linear model with spherically symmetric errors under invariant
quadratic loss for the case of unknown scale. The class of estimators
generalizes the class considered in Maruyama and Strawderman (2005) to include
non-monotone shrinkage functions.
","[{""version"":""v1"",""created"":""Sun, 9 Mar 2008 03:58:30 GMT""}]","2010-09-14"
