"0802.2719","Daoxin Yao","Dao-Xin Yao, Yen Lee Loh, Erica W. Carlson, Michael Ma","XXZ and Ising Spins on the Triangular Kagome Lattice","12 pages, 12 figures","Phys. Rev. B 78, 024428 (2008)","10.1103/PhysRevB.78.024428",,"cond-mat.stat-mech cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The recently fabricated two-dimensional magnetic materials Cu9X2(cpa)6.xH2O
(cpa=2-carboxypentonic acid; X=F,Cl,Br) have copper sites which form a
triangular kagome lattice (TKL), formed by introducing small triangles
(``a-trimers'') inside of each kagome triangle (``b-trimer''). We show that in
the limit where spins residing on b-trimers have Ising character, quantum
fluctuations of XXZ spins residing on the a-trimers can be exactly accounted
for in the absence of applied field. This is accomplished through a mapping to
the kagome Ising model, for which exact analytic solutions exist. We derive the
complete finite temperature phase diagram for this XXZ-Ising model, including
the residual zero temperature entropies of the seven ground state phases.
Whereas the disordered (spin liquid) ground state of the pure Ising TKL model
has macroscopic residual entropy ln72=4.2767... per unit cell, the introduction
of transverse(quantum) couplings between neighboring $a$-spins reduces this
entropy to 2.5258... per unit cell. In the presence of applied magnetic field,
we map the TKL XXZ-Ising model to the kagome Ising model with three-spin
interactions, and derive the ground state phase diagram. A small (or even
infinitesimal) field leads to a new phase that corresponds to a
non-intersecting loop gas on the kagome lattice, with entropy 1.4053... per
unit cell and a mean magnetization for the b-spins of 0.12(1) per site. In
addition, we find that for moderate applied field, there is a critical spin
liquid phase which maps to close-packed dimers on the honeycomb lattice, which
survives even when the a-spins are in the Heisenberg limit.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 20:46:29 GMT""},{""version"":""v2"",""created"":""Fri, 16 May 2008 21:17:55 GMT""}]","2008-07-24"
"0802.2890","Jose A. de Azcarraga","Igor A. Bandos and Jose A. de Azcarraga","BPS preons and the AdS-M-algebra","Plain latex, no figures, 19 pages minor corrections, one ref. added,
  as published in JHEP 04 (2008) 069","JHEP 0804:069,2008","10.1088/1126-6708/2008/04/069","FTUV-08/0218, IFIC-08-11 February 18, 2008","hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present here the AdS generalization of BPS preons, which were introduced
as the hypothetical constituents of M-theory preserving all but one
supersymmetries. Our construction, suggested by the relation of `lower
dimensional preons' with higher spin theories, can be considered as a
deformation of the M-algebraic description of the single supersymmetry broken
by a preon, and provides another reason to identify the AdS generalization of
the M-algebra, which we call the AdS-M-algebra, with osp(1|32).
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:17:29 GMT""},{""version"":""v2"",""created"":""Fri, 18 Apr 2008 15:19:21 GMT""}]","2009-11-19"
"0802.2891","Jialun Ping","Jialun Ping, Hongxia Huang, Chengrong Deng, Fan Wang, T. Goldman","Systematic study of pentaquark states: $qqq-q\bar{q}$ configuration","30 pages, 8 figures","Phys.Rev.C77:025201,2008","10.1103/PhysRevC.77.025201",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Group theoretic method for the systematic study of five-quark states with
meson-baryon ($q\bar{q}-q^3$) configuration is developed. The calculation of
matrix elements of many body Hamiltonian is simplified by transforming the
physical bases (meson-baryon quark cluster bases) to symmetry bases (group
chain classified bases), where the fractional parentage expansion method can be
used. Three quark models, the naive Glashow-Isgur model, Salamanca chiral quark
model and quark delocalization color screening model, are used to show the
general applicability of the method and general results of constituent quark
models for five-quark states are given. The method can also be useful in the
calculation of meson-baryon scattering and the study of the five-quark
components effect in baryon structure. The physical contents of different model
configurations for the same multi-quark system can also be compared through the
transformation between different physical bases to the same set of symmetry
bases.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:28:02 GMT""}]","2008-11-26"
"0802.2892","Nikolaos Tombros","N. Tombros, S. Tanabe, A. Veligura, C. Jozsa, M. Popinciuc, H. T.
  Jonkman, and B. J. van Wees","Anisotropic spin relaxation in graphene","5 pages, 4 figures","Phys. Rev. Lett. 101, 046601 (2008)","10.1103/PhysRevLett.101.046601",,"cond-mat.mes-hall cond-mat.other","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Spin relaxation in graphene is investigated in electrical graphene spin valve
devices in the non-local geometry. Ferromagnetic electrodes with in-plane
magnetizations inject spins parallel to the graphene layer. They are subject to
Hanle spin precession under a magnetic field $B$ applied perpendicular to the
graphene layer. Fields above 1.5 T force the magnetization direction of the
ferromagnetic contacts to align to the field, allowing injection of spins
perpendicular to the graphene plane. A comparison of the spin signals at B = 0
and B = 2 T shows a 20 % decrease in spin relaxation time for spins
perpendicular to the graphene layer compared to spins parallel to the layer. We
analyze the results in terms of the different strengths of the spin orbit
effective fields in the in-plane and out-of-plane directions.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:29:46 GMT""}]","2011-05-05"
"0802.2893","Nicola Zurlo","A. Bianconi, M. Corradini, A. Cristiano, M. Leali, E. Lodi Rizzini, L.
  Venturelli, N. Zurlo, R Dona","Experimental evidence of antiproton reflection by a solid surface","5 pages with 5 figures","Phys.Rev.A78:022506,2008","10.1103/PhysRevA.78.022506",,"hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We report here experimental evidence of the reflection of a large fraction of
a beam of low energy antiprotons by an aluminum wall. This derives from the
analysis of a set of annihilations of antiprotons that come to rest in rarefied
helium gas after hitting the end wall of the apparatus. A Monte Carlo
simulation of the antiproton path in aluminum indicates that the observed
reflection occurs primarily via a multiple Rutherford-style scattering on Al
nuclei, at least in the energy range 1-10 keV where the phenomenon is most
visible in the analyzed data. These results contradict the common belief
according to which the interactions between matter and antimatter are dominated
by the reciprocally destructive phenomenon of annihilation.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:40:49 GMT""},{""version"":""v2"",""created"":""Wed, 3 Sep 2008 13:05:37 GMT""}]","2008-11-07"
"0802.2894","Benoit Claudon","Beno\^it Claudon (IECN)","Invariance de la Gamma-dimension pour certaines familles
  k\""ahl\'eriennes de dimension 3","23 pages, in French, no figure","Mathematische Zeitschrift 266, 2 (2010) 265-284",,,"math.AG math.CV",,"  In this article, we study some properties of deformation invariance of the
Gamma-dimension (defined for X a compact k\""ahler manifold). This birational
invariant is defined as the codimension of the maximal compact subvarieties in
the universal cover of X. In the surface case, the deformation invariance is a
straightforward consequence of a theorem of Y.-T. Siu. Using some results from
F. Campana et Q. Zhang, we settle this invariance for certain type of K\""ahler
families of dimension 3.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:47:27 GMT""}]","2014-10-13"
"0802.2895","Robert Blum","Robert D. Blum (1) and Peter J. McGregor (2) ((1) The National Optical
  Astronomy Observatory, (2) The Australian National University)","The Ionizing Stars of the Galactic Ultra-Compact HII Region G45.45+0.06","Latex, 28 pages, 10 figures",,"10.1088/0004-6256/135/5/1708",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using the NIFS near-infrared integral-field spectrograph behind the facility
adaptive optics module, ALTAIR, on Gemini North, we have identified several
massive O-type stars that are responsible for the ionization of the Galactic
Ultra-Compact HII region G45.45+0.06. The sources ``m'' and ``n'' from the
imaging study of Feldt et a. 1998 are classified as hot, massive O-type stars
based on their K-band spectra. Other bright point sources show red and/or
nebular spectra and one appears to have cool star features that we suggest are
due to a young, low-mass pre-main sequence component. Still two other embedded
sources (``k'' and ``o'' from Feldt et al.) exhibit CO bandhead emission that
may arise in circumstellar disks which are possibly still accreting. Finally,
nebular lines previously identified only in higher excitation planetary nebulae
and associated with KrIII and SeIV ions are detected in G45.45+0.06.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:49:16 GMT""}]","2009-11-13"
"0802.2896","Avelino Vicente","M. Hirsch, W. Porod, A. Vicente","Spontaneous R-parity violation: Lightest neutralino decays and neutrino
  mixing angles at future colliders","20 pages, 12 figures; minor corrections, final version published in
  Phys.Rev.D","Phys.Rev.D77:075005,2008","10.1103/PhysRevD.77.075005","IFIC-08-12","hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the decays of the lightest supersymmetric particle (LSP) in models
with spontaneously broken R-parity. We focus on the two cases that the LSP is
either a bino or a neutral singlet lepton. We work out the most important
phenomenological differences between these two scenarios and discuss also how
they might be distinguished from explicit R-Parity breaking models. In both
cases we find that certain ratios of decay branching ratios are correlated with
either the solar or the atmospheric (and reactor) neutrino angle. The
hypothesis that spontaneous R-Parity violation is the source of the observed
neutrino masses is therefore potentially testable at the LHC.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:50:31 GMT""},{""version"":""v2"",""created"":""Fri, 11 Apr 2008 15:08:28 GMT""}]","2008-11-26"
"0802.2897","Tobias Dyckerhoff","Tobias Dyckerhoff","The inverse problem of differential Galois theory over the field R(z)","23 pages",,,,"math.CA math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We describe a Picard-Vessiot theory for differential fields with non
algebraically closed fields of constants. As a technique for constructing and
classifying Picard-Vessiot extensions, we develop a Galois descent theory. We
utilize this theory to prove that every linear algebraic group $G$ over
$\mathbb{R}$ occurs as a differential Galois group over $\mathbb{R}(z)$. The
main ingredient of the proof is the Riemann-Hilbert correspondence for regular
singular differential equations over $\mathbb{C}(z)$.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 17:04:03 GMT""}]","2008-02-21"
"0802.2898","Utpal Manna","Utpal Manna, Sivaguru S. Sritharan","Lyapunov Functionals and Local Dissipativity for the Vorticity Equation
  in L^p and Besov Spaces","18 pages","Differential and Integral Equations, Volume20, Number 5 (2007),
  481- 498",,,"math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we establish the local Lyapunov property of certain L^p and
Besov norms of the vorticity fields. We have resolved in part, a certain open
problem posed by Tosio Kato for the three dimensional Navier Stokes equation by
studying the vorticity equation. The local dissipativity of the sum of linear
and non-linear operators of the vorticity equation is established. One of the
main techniques used here is Littlewood-Paley analysis.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 17:05:07 GMT""}]","2010-12-07"
"0802.2899","Maxim Sukharev","Joseph Yelk, Maxim Sukharev, and Tamar Seideman","Optimal design of nanoplasmonic materials using genetic algorithms as a
  multi-parameter optimization tool","13 pages, 6 figures. submitted to J. Chem. Phys","J. Chem. Phys. 129, 064706 (2008)","10.1063/1.2961011",,"physics.optics","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  An optimal control approach based on multiple parameter genetic algorithms is
applied to the design of plasmonic nanoconstructs with pre-determined optical
properties and functionalities. We first develop nanoscale metallic lenses that
focus an incident plane wave onto a pre-specified, spatially confined spot. Our
results illustrate the role of symmetry breaking and unravel the principles
that favor dimeric constructs for optimal light localization. Next we design a
periodic array of silver particles to modify the polarization of an incident,
linearly-polarized plane wave in a desired fashion while localizing the light
in space. The results provide insight into the structural features that
determine the birefringence properties of metal nanoparticles and their arrays.
Of the variety of potential applications that may be envisioned, we note the
design of nanoscale light sources with controllable coherence and polarization
properties that could serve for coherent control of molecular or electronic
dynamics in the nanoscale.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 17:15:13 GMT""},{""version"":""v2"",""created"":""Mon, 19 May 2008 20:44:07 GMT""}]","2008-08-14"
"0802.2900","Aravind Vasudevarao","Lili Tian, Aravind Vasudevarao, Anna N. Morozovska, Eugene A. Eliseev,
  Sergei V. Kalinin, Venkatraman Gopalan","Quantitative piezoelectric force microscopy: Influence of tip shape,
  size, and contact geometry on the nanoscale resolution of an antiparallel
  ferroelectric domain wall","27 pages, 9 figures",,,,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The structure of a single antiparallel ferroelectric domain wall in LiNbO3 is
quantitatively mapped by piezoelectric force microscopy (PFM) with calibrated
probe geometry. The PFM measurements are performed for 49 probes with the
radius varying from 10 to 300 nm. The magnitude and variation of the
experimental piezoelectric coefficient across a domain wall matches the
profiles calculated from a comprehensive analytical theory, as well as
3-dimensional finite element method simulations. Quantitative agreement between
experimental and theoretical profile widths is obtained only when a finite
disk-type tip radius that is in true contact with the sample surface is
considered, which is in agreement with scanning electron microscopy images of
the actual tips after imaging. The magnitude of the piezoelectric coefficient
is shown to be independent of the tip radius, and the PFM profile width is
linearly proportional to the tip radius. Finally we demonstrate a method to
extract any intrinsic material broadening of the ferroelectric wall width.
Surprisingly wide wall widths of 20- 200nm are observed.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 17:15:58 GMT""}]","2008-02-21"
"0802.2901","Utpal Manna","Utpal Manna, Jose-Luis Menaldi, and Sivaguru S. Sritharan","Stochastic 2-D Navier-Stokes Equation with Artificial Compressibility","18 pages","Communications on Stochastic Analysis, Vol. 1, No. 1 (2007)
  123-139",,,"math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we study the stochastic Navier-Stokes equation with artificial
compressibility. The main results of this work are the existence and uniqueness
theorem for strong solutions and the limit to incompressible flow. These
results are obtained by utilizing a local monotonicity property of the sum of
the Stokes operator and the nonlinearity.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 17:24:47 GMT""}]","2010-12-07"
"0802.2902","Joop Gilijamse","Markus Metsala, Joop J. Gilijamse, Steven Hoekstra, Sebastiaan Y. T.
  van de Meerakker, and Gerard Meijer","Reflection of OH molecules from magnetic mirrors","10 pages, 5 figures","New Journal of Physics 10 (2008) 053018","10.1088/1367-2630/10/5/053018",,"physics.chem-ph physics.atom-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have reflected a Stark-decelerated beam of OH molecules under normal
incidence from mirrors consisting of permanent magnets. Two different types of
magnetic mirrors have been demonstrated. A long-range flat mirror made from a
large disc magnet has been used to spatially focus the reflected beam in the
longitudinal direction (""bunching""). A short-range curved mirror composed of an
array of small cube magnets allows for transverse focusing of the reflected
beam.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 17:53:42 GMT""},{""version"":""v2"",""created"":""Thu, 15 May 2008 14:19:57 GMT""}]","2008-05-15"
"0802.2903","Bjorn Andreas","Bjorn Andreas, Daniel Hernandez Ruiperez, Dario Sanchez Gomez","Stable Sheaves Over K3 Fibrations","21 pages latex, final version to be published in Internat. J. Math",,,,"math.AG hep-th math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We construct stable sheaves over K3 fibrations using a relative Fourier-Mukai
transform which describes the sheaves in terms of spectral data similar to the
construction for elliptic fibrations. On K3 fibered Calabi-Yau threefolds we
show that the Fourier-Mukai transform induces an embedding ion of the relative
Jacobian of spectral line bundles on spectral covers into the moduli space of
sheaves of given invariants. This makes the moduli space of spectral sheaves to
a generic torus fibration over the moduli space of curves of given arithmetic
genus on the Calabi-Yau manifold.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 17:36:09 GMT""},{""version"":""v2"",""created"":""Wed, 20 Feb 2008 22:10:58 GMT""},{""version"":""v3"",""created"":""Tue, 25 Nov 2008 09:05:04 GMT""}]","2008-11-25"
