"0801.1854","Andrew Tolley","Andrew J. Tolley, Mark Wyman","Stochastic Inflation Revisited: Non-Slow Roll Statistics and DBI
  Inflation","38 pages, 2 figures. v3: minor revisions; version accepted into JCAP","JCAP0804:028,2008","10.1088/1475-7516/2008/04/028","PI-COSMO-58","hep-th astro-ph gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Stochastic inflation describes the global structure of the inflationary
universe by modeling the super-Hubble dynamics as a system of matter fields
coupled to gravity where the sub-Hubble field fluctuations induce a stochastic
force into the equations of motion. The super-Hubble dynamics are ultralocal,
allowing us to neglect spatial derivatives and treat each Hubble patch as a
separate universe. This provides a natural framework in which to discuss
probabilities on the space of solutions and initial conditions. In this article
we derive an evolution equation for this probability for an arbitrary class of
matter systems, including DBI and k-inflationary models, and discover
equilibrium solutions that satisfy detailed balance. Our results are more
general than those derived assuming slow roll or a quasi-de Sitter geometry,
and so are directly applicable to models that do not satisfy the usual slow
roll conditions. We discuss in general terms the conditions for eternal
inflation to set in, and we give explicit numerical solutions of highly
stochastic, quasi-stationary trajectories in the relativistic DBI regime.
Finally, we show that the probability for stochastic/thermal tunneling can be
significantly enhanced relative to the Hawking-Moss instanton result due to
relativistic DBI effects.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 20:16:52 GMT""},{""version"":""v2"",""created"":""Wed, 30 Jan 2008 00:18:11 GMT""},{""version"":""v3"",""created"":""Thu, 19 Jun 2008 14:52:43 GMT""}]","2008-11-26"
"0801.2108","Cathie Clarke","M. Britsch, C. J. Clarke and G. Lodato","Eccentricity growth of planetesimals in a self-gravitating
  protoplanetary disc","To appear in MNRAS",,"10.1111/j.1365-2966.2008.12910.x",,"astro-ph",,"  We investigate the orbital evolution of planetesimals in a self-gravitating
circumstellar disc in the size regime ($\sim 1-5000$ km) where the
planetesimals behave approximately as test particles in the disc's
non-axisymmetric potential. We find that the particles respond to the
stochastic, regenerative spiral features in the disc by executing large random
excursions (up to a factor of two in radius in $\sim 1000$ years), although
typical random orbital velocities are of order one tenth of the Keplerian
speed. The limited time frame and small number of planetesimals modeled does
not permit us to discern any {\it net} direction of planetesimal migration. Our
chief conclusion is that the high eccentricities ($\sim 0.1$) induced by
interaction with spiral features in the disc is likely to be highly
unfavourable to the collisional growth of planetesimals in this size range
while the disc is in the self-gravitating regi me. Thus {\it if}, as recently
argued by Rice et al 2004, 2006, the production of planetesimals gets under way
when the disc is in the self-gravitating regime (either at smaller planetesimal
size scales, where gas drag is important, or via gravitational fragmentation of
the solid component), then the planetesimals thus produced would not be able to
grow collisionally until the disc ceased to be self-gravitating. It is unclear,
however,given the large amplitude excursions undergone by planetesimals in the
self-gravitating disc, whether they would be retained in the disc throughout
this period, or whether they would instead be lost to the central star.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:19:13 GMT""}]","2009-11-13"
"0801.2109","Guillaume Valette","Guillaume Valette","Vanishing homology",,,,,"math.AG",,"  In this paper we introduce a new homology theory devoted to the study of
families such as semi-algebraic or subanalytic families and in general to any
family definable in an o-minimal structure (such as Denjoy-Carleman definable
or $ln-exp$ definable sets). The idea is to study the cycles which are
vanishing when we approach a special fiber. This also enables us to derive
local metric invariants for germs of definable sets. We prove that the homology
groups are finitely generated.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:24:07 GMT""}]","2008-01-15"
"0801.2110","S Habib Mazharimousavi","S. Habib Mazharimousavi and M. Halilsoy","Black Hole solutions in Einstein-Maxwell-Yang-Mills-Gauss-Bonnet Theory","20 pages, 5 figures, to be published in JCAP","J. Cosmol. Astropart. Phys. 12 (2008) 005","10.1088/1475-7516/2008/12/005",,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider Maxwell and Yang-Mills (YM) fields together, interacting through
gravity both in Einstein and Gauss-Bonnet (GB) theories. For this purpose we
choose two different sets of Maxwell and metric ansaetze. In our first ansatz,
asymptotically for $r\to 0$ (and $N>4$) the Maxwell field dominants over the YM
field. In the other asymptotic region, $r\to \infty $, however, the YM field
becomes dominant. For N=3 and N=4, where the GB term is absent, we recover the
well-known Ba\U{f1}ados-Teitelboim-Zanelli (BTZ) and Reissner-Nordstr\U{f6}m
(RN) metrics, respectively. The second ansatz corresponds to the case of
constant radius function for $S^{N-2}$ part in the metric. This leads to the
Bertotti-Robinson (BR) type solutions in the underlying theory.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:31:13 GMT""},{""version"":""v2"",""created"":""Wed, 12 Mar 2008 11:56:53 GMT""},{""version"":""v3"",""created"":""Thu, 30 Oct 2008 16:42:23 GMT""},{""version"":""v4"",""created"":""Thu, 13 Nov 2008 15:44:15 GMT""}]","2009-11-13"
"0801.2111","Pierre Patie","P. Patie","q-Invariant Functions for Some Generalizations of the Ornstein-Uhlenbeck
  Semigroup","To appear in ALEA",,,,"math.PR",,"  We show that the multiplication operator associated to a fractional power of
a Gamma random variable, with parameter q>0, maps the convex cone of the
1-invariant functions for a self-similar semigroup into the convex cone of the
q-invariant functions for the associated Ornstein-Uhlenbeck (for short OU)
semigroup. We also describe the harmonic functions for some other
generalizations of the OU semigroup. Among the various applications, we
characterize, through their Laplace transforms, the laws of first passage times
above and overshoot for certain two-sided stable OU processes and also for
spectrally negative semi-stable OU processes. These Laplace transforms are
expressed in terms of a new family of power series which includes the
generalized Mittag-Leffler functions.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:32:32 GMT""}]","2008-01-15"
"0801.2112","Oliver Johnson","Fraser Daly and Oliver Johnson","Bounds on the Poincare constant under negative dependence",,"Statistics and Probabiliy Letters, vol 83, 2013, pages 511-518",,,"math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We give bounds on the Poincare (inverse spectral gap) constant of a
non-negative, integer-valued random variable W, under negative dependence
assumptions such as ultra log-concavity and total negative dependence. We show
that the bounds obtained compare well to others in the literature. Examples
treated include some occupancy and urn models, a random graph model and small
spacings on the circumference of a circle. Applications to Poisson convergence
theorems are considered.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:36:01 GMT""},{""version"":""v2"",""created"":""Mon, 5 Nov 2012 09:08:33 GMT""}]","2013-03-20"
"0801.2113","Boselli Alessandro","A. Boselli, S. Boissier, L. Cortese, G. Gavazzi","The origin of dwarf ellipticals in the Virgo cluster","Accepted for publication on ApJ",,"10.1086/525513",,"astro-ph",,"  We study the evolution of dwarf (L_H < 10^{9.6} L_Ho) star forming and
quiescent galaxies in the Virgo cluster by comparing their UV to radio
centimetric properties to the predictions of multizone chemo-spectrophotometric
models of galaxy evolution especially tuned to take into account the
perturbations induced by the interaction with the cluster intergalactic medium.
Our models simulate one or multiple ram pressure stripping events and galaxy
starvation. Models predict that all star forming dwarf galaxies entering the
cluster for the first time loose most, if not all, of their atomic gas content,
quenching on short time scales (< 150 Myr) their activity of star formation.
These dwarf galaxies soon become red and quiescent, gas metal-rich objects with
spectrophotometric and structural properties similar to those of dwarf
ellipticals. Young, low luminosity, high surface brightness star forming
galaxies such as late-type spirals and BCDs are probably the progenitors of
relatively massive dwarf ellipticals, while it is likely that low surface
brightness magellanic irregulars evolve into very low surface brightness
quiescent objects hardly detectable in ground based imaging surveys. The small
number of dwarf galaxies with physical properties intermediate between those of
star forming and quiescent systems is consistent with a rapid (< 1 Gyr)
transitional phase between the two dwarf galaxies populations. These results,
combined with statistical considerations, are consistent with the idea that
most of the dwarf ellipticals dominating the faint end of the Virgo luminosity
function were initially star forming systems, accreted by the cluster and
stripped of their gas by one or subsequent ram pressure stripping events.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 17:00:13 GMT""}]","2009-11-13"
"0801.2114","Nikita Semenov","Philippe Gille, Nikita Semenov","Zero cycles on projective varieties and the norm principle","10 pages","Compositio Math. 146 (2010) 457-464","10.1112/S0010437X09004394",,"math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using the Gille-Merkurjev norm principle we compute in a uniform way the
image of the degree map for quadrics (Springer's theorem), for twisted forms of
maximal orthogonal Grassmannians (theorem of Bayer-Fluckiger and Lenstra), for
E6- (Rost's theorem), and E7-varieties.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:41:04 GMT""},{""version"":""v2"",""created"":""Tue, 23 Sep 2008 12:23:20 GMT""}]","2019-02-20"
"0801.2115","Sunder Sethuraman","Fred W. Huffer, Jayaram Sethuraman, Sunder Sethuraman","A study of counts of Bernoulli strings via conditional Poisson processes","10 pages",,,,"math.PR",,"  We say that a string of length $d$ occurs, in a Bernoulli sequence, if a
success is followed by exactly $(d-1)$ failures before the next success. The
counts of such $d$-strings are of interest, and in specific independent
Bernoulli sequences are known to correspond to asymptotic $d$-cycle counts in
random permutations.
  In this note, we give a new framework, in terms of conditional Poisson
processes, which allows for a quick characterization of the joint distribution
of the counts of all $d$-strings, in a general class of Bernoulli sequences, as
certain mixtures of the product of Poisson measures. This general class
includes all Bernoulli sequences considered before, as well many new sequences.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:45:22 GMT""}]","2008-01-15"
"0801.2116","Stephen C. Davis","Stephen C. Davis and M. Postma","Successfully combining SUGRA hybrid inflation and moduli stabilisation","22 pages, 2 figures. v3: refs. added","JCAP 0804:022,2008","10.1088/1475-7516/2008/04/022","DESY 08-003","hep-th astro-ph hep-ph",,"  Inflation and moduli stabilisation mechanisms work well independently, and
many string-motivated supergravity models have been proposed for them. However
a complete theory will contain both, and there will be (gravitational)
interactions between the two sectors. These give corrections to the inflaton
potential, which generically ruin inflation. This holds true even for
fine-tuned moduli stabilisation schemes. Following a suggestion by 0712.3460,
we show that a viable combined model can be obtained if it is the Kahler
functions (G= K+\ln |W|^2) of the two sectors that are added, rather than the
superpotentials (as is usually done). Interaction between the two sectors does
still impose some restrictions on the moduli stabilisation mechanism, which are
derived. Significantly, we find that the (post-inflation) moduli stabilisation
scale no longer needs to be above the inflationary energy scale.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 16:50:55 GMT""},{""version"":""v2"",""created"":""Fri, 18 Jan 2008 16:34:24 GMT""},{""version"":""v3"",""created"":""Tue, 1 Apr 2008 10:08:14 GMT""}]","2014-11-18"
"0801.2117","Jianmin Tao","Jianmin Tao, Giovanni Vignale, and I. V. Tokatly","Quantum Stress Focusing in Descriptive Chemistry","5 pages, 2 figures",,"10.1103/PhysRevLett.100.206405",,"cond-mat.mtrl-sci",,"  We show that several important concepts of descriptive chemistry, such as
atomic shells, bonding electron pairs and lone electron pairs, may be described
in terms of {\it quantum stress focusing}, i.e. the spontaneous formation of
high-pressure regions in an electron gas. This description subsumes previous
mathematical constructions, such as the Laplacian of the density and the
electron localization function, and provides a new tool for visualizing
chemical structure. We also show that the full stress tensor, defined as the
derivative of the energy with respect to a local deformation, can be easily
calculated from density functional theory.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 17:10:23 GMT""}]","2009-11-13"
"0801.2118","Susan G. Williams","Daniel S. Silver and Susan G. Williams","Dynamics of Twisted Alexander Invariants","This version contains corrections and improvements in exposition. 38
  pages, 4 figures",,,,"math.GT math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The Pontryagin dual of the twisted Alexander module for a d-component link
and GL(N,Z) representation is an algebraic dynamical system with an elementary
description in terms of colorings of a diagram. In the case of a knot, its
associated topological entropy is the logarithmic growth rate of the number of
torsion elements in the twisted first-homology group of r-fold cyclic covers of
the knot complement, as r goes to infinity.
  Total twisted representations are introduced, and their properties are
studied. The twisted Alexander polynomial obtained from any nonabelian
parabolic SL(2,C) representation of a 2-bridge knot group is seen to be
nontrivial. The zeros of any twisted Alexander polynomial of a torus knot
corresponding to a parabolic SL(2,C) representation or a finite-image
permutation representation are shown to be roots of unity.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 17:15:03 GMT""},{""version"":""v2"",""created"":""Thu, 12 Jun 2008 15:13:37 GMT""},{""version"":""v3"",""created"":""Thu, 30 Apr 2009 17:52:23 GMT""}]","2009-04-30"
"0801.2119","Santiago Garcia-Burillo","S. Garcia-Burillo (1), J.Gracia-Carpio (1), A. Usero (1), P. Planesas
  (1), A. Fuente (1) and M. Krips (2) ((1) OAN-Spain, (2) CFA-USA)","Molecular line probes of activity in galaxies","4 pages, 2 figures, contributed paper to Far-Infrared Workshop 07
  (FIR 2007)",,"10.1051/eas:0831017",,"astro-ph",,"  The use of specific tracers of the dense molecular gas phase can help to
explore the feedback of activity on the interstellar medium (ISM) in galaxies.
This information is a key to any quantitative assessment of the efficiency of
the star formation process in galaxies. We present the results of a survey
devoted to probe the feedback of activity through the study of the excitation
and chemistry of the dense molecular gas in a sample of local universe
starbursts and active galactic nuclei (AGNs). Our sample includes also 17
luminous and ultraluminous infrared galaxies (LIRGs and ULIRGs). From the
analysis of the LIRGs/ULIRGs subsample, published in Gracia-Carpio et al.(2007)
we find the first clear observational evidence that the star formation
efficiency of the dense gas, measured by the L_FIR/L_HCN ratio, is
significantly higher in LIRGs and ULIRGs than in normal galaxies. Mounting
evidence of overabundant HCN in active environments would even reinforce the
reported trend, pointing to a significant turn upward in the Kennicutt-Schmidt
law around L_FIR=10^11 L_sun. This result has major implications for the use of
HCN as a tracer of the dense gas in local and high-redshift luminous infrared
galaxies.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 17:27:29 GMT""}]","2009-11-13"
"0801.2120","Lionel Veltz Dr","L. Veltz, O. Bienaym\'e, K. C. Freeman, J. Binney, J. Bland-Hawthorn,
  B. K. Gibson, G. Gilmore, E. K. Grebel, A. Helmi, U. Munari, J. F. Navarro,
  Q. A. Parker, G. M. Seabroke, A. Siebert, M. Steinmetz, F. G. Watson, M.
  Williams, R. F. G. Wyse and T. Zwitter","Galactic kinematics with RAVE data: I. The distribution of stars towards
  the Galactic poles","15 pages, 13 EPS figures and 1 table",,"10.1051/0004-6361:20066948",,"astro-ph",,"  We analyze the distribution of G and K type stars towards the Galactic poles
using RAVE and ELODIE radial velocities, 2MASS photometric star counts, and
UCAC2 proper motions. The combination of photometric and 3D kinematic data
allows us to disentangle and describe the vertical distribution of dwarfs,
sub-giants and giants and their kinematics. We identify discontinuities within
the kinematics and magnitude counts that separate the thin disk, thick disk and
a hotter component. The respective scale heights of the thin disk and thick
disk are 225$\pm$10 pc and 1048$\pm$36 pc. We also constrain the luminosity
function and the kinematic distribution function. The existence of a kinematic
gap between the thin and thick disks is incompatible with the thick disk having
formed from the thin disk by a continuous process, such as scattering of stars
by spiral arms or molecular clouds. Other mechanisms of formation of the thick
disk such as `created on the spot' or smoothly `accreted' remain compatible
with our findings.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 17:27:49 GMT""}]","2009-11-13"
"0801.2121","A. N. Ivanov","A. N. Ivanov, R. Reda, P. Kienle","On the time-modulation of the K-shell electron capture decay of H-like
  140Pr58+ ions produced by neutrino-flavour mixing","8 pages, 3 figures, typos in footnote 5 are corrected",,,,"nucl-th astro-ph hep-ph nucl-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  According to recent experimental data at GSI, the rate of the number of
daughter ions 140Ce58+, produced by the nuclear K-shell electron capture (EC)
decay of the H-like ion 140Pr58+, is modulated in time with a period T_d =
7.06(8) sec and an amplitude a_(EC) = 0.20(2). We show that this phenomenon can
be explained by neutrino-flavour mixing and derive a value for the difference
of squared masses Delta m^2_(21) = m^2_2 - m^2_1 = 2.22(3)x10^(-4) eV^2.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 17:29:01 GMT""},{""version"":""v2"",""created"":""Tue, 8 Apr 2008 16:26:35 GMT""},{""version"":""v3"",""created"":""Thu, 10 Apr 2008 16:39:28 GMT""},{""version"":""v4"",""created"":""Thu, 17 Jul 2008 10:41:57 GMT""},{""version"":""v5"",""created"":""Tue, 4 Nov 2008 10:47:49 GMT""},{""version"":""v6"",""created"":""Mon, 10 Nov 2008 18:03:05 GMT""}]","2008-11-10"
"0801.2122","Mathieu Vick","M.Vick and G.Michaud","The Effects of Mass Loss on the Evolution of Chemical Abundances in Fm
  Stars","6 pages, 3 figures, proceedings in Contributions of the Astronomical
  Observatory Skalnat\'e Pleso, CP#AP conference, Vienna 2007",,,,"astro-ph",,"  Self-consistent stellar models including all effects of atomic diffusion and
radiative accelerations as well as mass loss are evolved from the pre main
sequence for stars of 1.35-1.5, M$_{\odot}$ at solar metallicity (Z=0.02). A
mass loss rate similar to the solar mass loss rate is sufficient to reproduce
observations of the star $\tau$UMa. We discuss the effect of mass loss on the
iron convection zone that naturally appears beneath the main hydrogen
convection zone of these stars. We also find that the effects of mass loss can
be distinguished from those caused by turbulence, but are nevertheless able to
explain the particularities of the AmFm phenomenon.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 17:34:13 GMT""}]","2008-01-15"
